timestamp,ecg_measurement
8766928,-0.03
8770808,-0.035
8774684,-0.035
8778552,-0.01
8782432,0.015
8786312,0.015
8790200,0.015
8794060,0.02
8797956,0.025
8801848,0.035
8805728,0.045
8809584,0.055
8813452,0.065
8817344,0.08
8821232,0.095
8825112,0.105
8828984,0.125
8832856,0.16
8836736,0.195
8840604,0.225
8844484,0.245
8848360,0.25
8852236,0.265
8856100,0.29
8859964,0.32
8863828,0.355
8867704,0.38
8871584,0.395
8875460,0.42
8879332,0.45
8883212,0.48
8887084,0.505
8890964,0.52
8894852,0.53
8898732,0.54
8902604,0.55
8906484,0.53
8910348,0.5
8914228,0.475
8918100,0.455
8921972,0.41
8925860,0.355
8929748,0.305
8933620,0.255
8937500,0.21
8941376,0.165
8945260,0.125
8949152,0.09
8953036,0.055
8956916,0.02
8960792,0.015
8964672,0.01
8968540,-0.005
8972420,-0.025
8976292,-0.03
8980156,-0.035
8984028,-0.05
8987904,-0.06
8991788,-0.055
8995664,-0.055
8999532,-0.06
9003384,-0.065
9007268,-0.065
9011140,-0.065
9015016,-0.07
9018888,-0.07
9022772,-0.065
9026648,-0.06
9030524,-0.055
9034396,-0.05
9038284,-0.045
9042164,-0.045
9046052,-0.05
9049916,-0.055
9053796,-0.055
9057668,-0.05
9061540,-0.045
9065400,-0.035
9069280,-0.025
9073164,-0.025
9077052,-0.03
9080936,-0.03
9084816,-0.025
9088700,-0.025
9092584,-0.025
9096464,-0.025
9100336,-0.03
9104208,-0.025
9108084,-0.02
9111964,-0.015
9115844,-0.015
9119724,-0.015
9123596,-0.015
9127476,-0.02
9131356,-0.025
9135244,-0.03
9139128,-0.03
9143000,-0.025
9146888,-0.025
9150768,-0.035
9154648,-0.035
9158516,-0.015
9162400,-0.01
9166288,-0.03
9170168,-0.04
9174044,-0.035
9177916,-0.035
9181796,-0.04
9185676,-0.045
9189548,-0.045
9193412,-0.045
9197292,-0.045
9201172,-0.045
9205044,-0.045
9208908,-0.045
9212780,-0.05
9216660,-0.045
9220532,-0.035
9224396,-0.035
9228268,-0.04
9232140,-0.045
9236016,-0.05
9239896,-0.05
9243784,-0.045
9247652,-0.045
9251536,-0.045
9255412,-0.045
9259292,-0.045
9263164,-0.045
9267044,-0.045
9270924,-0.045
9274820,-0.045
9278700,-0.055
9282580,-0.06
9286444,-0.045
9290332,-0.035
9294196,-0.045
9298060,-0.05
9301940,-0.045
9305828,-0.04
9309720,-0.035
9313596,-0.035
9317460,-0.035
9321332,-0.035
9325212,-0.035
9329100,-0.035
9332980,-0.04
9336860,-0.04
9340728,-0.035
9344600,-0.035
9348472,-0.035
9352356,-0.03
9356212,-0.025
9360092,-0.025
9363972,-0.025
9367860,-0.025
9371732,-0.03
9375596,-0.03
9379476,-0.025
9383364,-0.025
9387244,-0.03
9391132,-0.02
9395012,-0.005
9398900,0.02
9402780,0.055
9406660,0.065
9410532,0.07
9414412,0.08
9418296,0.09
9422164,0.09
9426044,0.085
9429916,0.13
9433800,0.175
9437688,0.185
9441564,0.19
9445432,0.17
9449312,0.145
9453192,0.11
9457068,0.08
9460960,0.075
9464844,0.07
9468724,0.055
9472596,0.035
9476468,0.015
9480356,-0.005
9484236,-0.04
9488124,-0.065
9492012,-0.07
9495900,-0.065
9499788,-0.045
9503668,-0.105
9507540,-0.265
9511420,0.2
9515308,1.26
9519176,1.215
9523052,0.315
9526928,-0.455
9530812,-1.145
9534700,-1.37
9538572,-1.35
9542444,-0.395
9546328,0.945
9550200,0.925
9554080,0.45
9557948,0.695
9561828,1.125
9565712,1.625
9569580,2.135
9573444,2
9577324,1.785
9581212,1.3
9585092,0.8
9588964,0.48
9592860,0.165
9596724,0.005
9600604,-0.125
9604488,0.125
9608368,0.29
9612244,-0.125
9616132,-0.48
9620016,-0.535
9623900,-0.525
9627788,-0.3
9631676,-0.135
9635556,-0.14
9639420,-0.145
9643308,-0.165
9647184,-0.165
9651044,-0.15
9654932,-0.14
9658820,-0.135
9662708,-0.135
9666588,-0.14
9670444,-0.135
9674308,-0.125
9678200,-0.115
9682084,-0.105
9685968,-0.105
9689844,-0.11
9693716,-0.105
9697580,-0.095
9701444,-0.08
9705324,-0.06
9709204,-0.055
9713096,-0.055
9716964,-0.035
9720852,-0.015
9724728,-0.005
9728596,0
9732464,0.035
9736348,0.07
9740228,0.085
9744108,0.1
9747972,0.12
9751864,0.145
9755732,0.175
9759604,0.205
9763468,0.235
9767356,0.265
9771244,0.29
9775116,0.315
9778980,0.35
9782864,0.38
9786736,0.405
9790620,0.425
9794496,0.43
9798372,0.435
9802260,0.445
9806140,0.45
9810012,0.44
9813896,0.42
9817768,0.385
9821632,0.345
9825496,0.305
9829372,0.26
9833264,0.205
9837152,0.16
9841020,0.12
9844904,0.075
9848764,0.03
9852636,0
9856516,-0.025
9860392,-0.05
9864264,-0.075
9868136,-0.1
9872024,-0.125
9875904,-0.135
9879780,-0.14
9883644,-0.145
9887516,-0.145
9891388,-0.15
9895268,-0.16
9899140,-0.165
9903020,-0.17
9906900,-0.175
9910788,-0.175
9914668,-0.175
9918540,-0.175
9922412,-0.175
9926292,-0.175
9930180,-0.18
9934068,-0.185
9937956,-0.185
9941836,-0.185
9945716,-0.185
9949580,-0.18
9953452,-0.17
9957324,-0.165
9961212,-0.165
9965084,-0.165
9968968,-0.165
9972836,-0.165
9976708,-0.165
9980580,-0.16
9984452,-0.155
9988332,-0.15
9992204,-0.145
9996076,-0.14
9999956,-0.135
10003828,-0.135
10007752,-0.14
10011676,-0.145
10015584,-0.145
10019496,-0.135
10023416,-0.125
10027336,-0.125
10031264,-0.13
10035168,-0.135
10039084,-0.135
10042996,-0.135
10046924,-0.135
10050844,-0.135
10054756,-0.14
10058676,-0.145
10062588,-0.145
10066500,-0.145
10070424,-0.145
10074332,-0.15
10078252,-0.15
10082172,-0.145
10086100,-0.145
10090020,-0.155
10093924,-0.16
10097852,-0.155
10101780,-0.155
10105688,-0.16
10109604,-0.165
10113524,-0.165
10117448,-0.165
10121376,-0.165
10125276,-0.16
10129200,-0.155
10133112,-0.155
10137036,-0.16
10140968,-0.165
10144880,-0.165
10148788,-0.16
10152720,-0.15
10156632,-0.145
10160556,-0.15
10164468,-0.155
10168384,-0.16
10172304,-0.16
10176224,-0.155
10180140,-0.155
10184060,-0.155
10187972,-0.155
10191892,-0.155
10195808,-0.15
10199720,-0.145
10203632,-0.145
10207532,-0.15
10211436,-0.155
10215348,-0.155
10219272,-0.15
10223192,-0.145
10227096,-0.145
10231012,-0.15
10234932,-0.15
10238844,-0.14
10242764,-0.135
10246684,-0.135
10250588,-0.135
10254500,-0.135
10258416,-0.135
10262320,-0.135
10266236,-0.135
10270156,-0.135
10274068,-0.135
10277984,-0.13
10281892,-0.12
10285824,-0.115
10289744,-0.12
10293652,-0.115
10297564,-0.1
10301476,-0.08
10305388,-0.05
10309320,-0.03
10313232,-0.025
10317152,-0.025
10321072,-0.03
10324972,-0.015
10328892,0.01
10332808,0.055
10336720,0.11
10340636,0.125
10344556,0.115
10348460,0.08
10352380,0.025
10356300,0
10360220,-0.01
10364132,-0.03
10368048,-0.05
10371964,-0.05
10375884,-0.045
10379796,-0.08
10383708,-0.12
10387620,-0.135
10391540,-0.15
10395452,-0.155
10399372,-0.165
10403284,-0.165
10407208,-0.16
10411120,-0.155
10415028,-0.15
10418956,-0.14
10422884,-0.13
10426804,-0.125
10430732,-0.125
10434636,-0.125
10438556,-0.115
10442460,-0.09
10446380,-0.035
10450296,0.1
10454212,0.335
10458128,0.765
10462032,1.195
10465940,1.63
10469868,1.93
10473788,2.035
10477716,2
10481628,1.805
10485548,1.455
10489472,0.96
10493384,0.51
10497292,0.095
10501204,-0.11
10505108,-0.185
10509028,-0.18
10512948,-0.135
10516876,-0.135
10520808,-0.15
10524716,-0.17
10528620,-0.19
10532532,-0.2
10536440,-0.21
10540352,-0.215
10544264,-0.215
10548168,-0.215
10552080,-0.215
10555992,-0.215
10559900,-0.215
10563824,-0.225
10567728,-0.23
10571640,-0.21
10575564,-0.195
10579472,-0.2
10583392,-0.2
10587320,-0.18
10591236,-0.165
10595148,-0.175
10599044,-0.18
10602948,-0.16
10606860,-0.14
10610772,-0.135
10614676,-0.13
10618580,-0.11
10622500,-0.1
10626420,-0.095
10630340,-0.08
10634252,-0.055
10638156,-0.035
10642084,-0.015
10645996,0.005
10649924,0.025
10653844,0.05
10657764,0.08
10661684,0.11
10665604,0.135
10669516,0.17
10673436,0.21
10677356,0.24
10681268,0.265
10685188,0.29
10689100,0.31
10693028,0.33
10696944,0.35
10700856,0.365
10704764,0.38
10708684,0.38
10712604,0.375
10716532,0.36
10720448,0.345
10724372,0.31
10728292,0.27
10732220,0.23
10736132,0.19
10740060,0.14
10743988,0.085
10747916,0.04
10751820,0
10755732,-0.035
10759652,-0.065
10763572,-0.085
10767484,-0.11
10771396,-0.13
10775316,-0.15
10779232,-0.17
10783156,-0.185
10787076,-0.185
10790988,-0.185
10794900,-0.19
10798808,-0.195
10802736,-0.2
10806652,-0.205
10810572,-0.205
10814492,-0.205
10818408,-0.21
10822332,-0.21
10826256,-0.205
10830168,-0.205
10834088,-0.205
10837996,-0.2
10841920,-0.195
10845824,-0.195
10849728,-0.2
10853640,-0.195
10857540,-0.185
10861444,-0.18
10865356,-0.175
10869268,-0.175
10873180,-0.18
10877100,-0.185
10881012,-0.185
10884940,-0.18
10888868,-0.175
10892788,-0.175
10896708,-0.175
10900628,-0.175
10904540,-0.17
10908444,-0.165
10912356,-0.165
10916276,-0.165
10920188,-0.16
10924100,-0.155
10928012,-0.155
10931940,-0.165
10935860,-0.17
10939780,-0.16
10943708,-0.15
10947628,-0.145
10951540,-0.145
10955464,-0.155
10959372,-0.165
10963300,-0.165
10967232,-0.165
10971148,-0.18
10975056,-0.175
10978968,-0.165
10982880,-0.17
10986796,-0.18
10990720,-0.185
10994632,-0.185
10998540,-0.185
11002460,-0.185
11006380,-0.175
11010304,-0.165
11014204,-0.165
11018112,-0.17
11022032,-0.18
11025948,-0.19
11029872,-0.19
11033792,-0.185
11037708,-0.18
11041616,-0.175
11045528,-0.175
11049448,-0.18
11053368,-0.185
11057280,-0.18
11061200,-0.175
11065108,-0.175
11069032,-0.18
11072956,-0.18
11076872,-0.175
11080764,-0.175
11084676,-0.175
11088592,-0.175
11092492,-0.18
11096420,-0.18
11100340,-0.17
11104252,-0.165
11108164,-0.165
11112076,-0.165
11115996,-0.175
11119916,-0.18
11123828,-0.175
11127732,-0.175
11131636,-0.18
11135564,-0.18
11139476,-0.175
11143396,-0.175
11147308,-0.175
11151220,-0.165
11155140,-0.155
11159060,-0.155
11162972,-0.16
11166904,-0.165
11170812,-0.165
11174728,-0.16
11178636,-0.155
11182548,-0.14
11186456,-0.125
11190372,-0.1
11194288,-0.075
11198212,-0.055
11202136,-0.035
11206056,-0.035
11209964,-0.04
11213876,-0.025
11217784,0
11221704,0.04
11225612,0.08
11229524,0.07
11233452,0.06
11237368,0.03
11241280,0
11245192,-0.02
11249116,-0.045
11253048,-0.055
11256960,-0.065
11260868,-0.07
11264792,-0.08
11268700,-0.11
11272608,-0.14
11276516,-0.165
11280440,-0.185
11284360,-0.185
11288280,-0.185
11292200,-0.19
11296120,-0.19
11300040,-0.185
11303952,-0.19
11307856,-0.2
11311776,-0.19
11315684,-0.16
11319596,-0.16
11323500,-0.17
11327412,-0.155
11331324,-0.13
11335236,-0.03
11339148,0.095
11343076,0.45
11346996,0.875
11350908,1.325
11354828,1.79
11358748,1.965
11362652,2.1
11366580,1.925
11370476,1.72
11374396,1.22
11378316,0.705
11382236,0.34
11386156,-0.01
11390076,-0.14
11393988,-0.255
11397908,-0.175
11401828,-0.11
11405748,-0.145
11409660,-0.175
11413572,-0.195
11417484,-0.215
11421396,-0.225
11425316,-0.23
11429236,-0.22
11433152,-0.22
11437068,-0.235
11440984,-0.24
11444896,-0.235
11448808,-0.235
11452712,-0.235
11456612,-0.23
11460508,-0.215
11464436,-0.21
11468348,-0.205
11472268,-0.205
11476188,-0.205
11480108,-0.195
11484012,-0.18
11487940,-0.165
11491868,-0.155
11495788,-0.145
11499708,-0.135
11503612,-0.13
11507516,-0.125
11511432,-0.11
11515340,-0.095
11519268,-0.08
11523196,-0.065
11527116,-0.04
11531036,-0.015
11534948,0.01
11538864,0.04
11542780,0.06
11546684,0.075
11550592,0.105
11554512,0.135
11558440,0.17
11562352,0.205
11566272,0.235
11570188,0.265
11574104,0.275
11578016,0.285
11581920,0.3
11585840,0.32
11589736,0.36
11593640,0.385
11597556,0.385
11601468,0.37
11605396,0.34
11609308,0.31
11613228,0.285
11617148,0.245
11621072,0.19
11624980,0.135
11628900,0.085
11632828,0.035
11636732,-0.005
11640644,-0.04
11644572,-0.07
11648476,-0.1
11652404,-0.135
11656324,-0.155
11660244,-0.17
11664156,-0.185
11668084,-0.2
11672008,-0.205
11675924,-0.205
11679836,-0.21
11683756,-0.22
11687676,-0.225
11691596,-0.225
11695504,-0.225
11699412,-0.23
11703324,-0.235
11707248,-0.23
11711176,-0.225
11715100,-0.225
11719032,-0.23
11722948,-0.23
11726868,-0.225
11730792,-0.225
11734692,-0.23
11738616,-0.23
11742516,-0.215
11746440,-0.205
11750340,-0.215
11754264,-0.225
11758184,-0.225
11762104,-0.215
11766024,-0.2
11769936,-0.195
11773848,-0.195
11777768,-0.19
11781676,-0.185
11785596,-0.185
11789520,-0.2
11793444,-0.2
11797348,-0.195
11801272,-0.185
11805188,-0.175
11809108,-0.175
11813028,-0.175
11816932,-0.185
11820860,-0.2
11824772,-0.195
11828684,-0.185
11832604,-0.19
11836520,-0.2
11840420,-0.195
11844340,-0.185
11848272,-0.185
11852172,-0.19
11856084,-0.19
11860004,-0.185
11863900,-0.19
11867816,-0.205
11871736,-0.195
11875652,-0.195
11879572,-0.195
11883476,-0.195
11887396,-0.195
11891316,-0.195
11895244,-0.21
11899164,-0.22
11903080,-0.2
11906996,-0.185
11910916,-0.195
11914836,-0.205
11918756,-0.205
11922652,-0.2
11926568,-0.19
11930484,-0.185
11934412,-0.19
11938340,-0.195
11942252,-0.195
11946172,-0.195
11950092,-0.195
11954004,-0.195
11957924,-0.195
11961844,-0.195
11965772,-0.195
11969676,-0.195
11973588,-0.195
11977500,-0.195
11981432,-0.195
11985348,-0.19
11989268,-0.185
11993180,-0.185
11997096,-0.19
12001016,-0.195
12004928,-0.195
12008848,-0.19
12012768,-0.185
12016684,-0.185
12020600,-0.185
12024512,-0.18
12028432,-0.175
12032352,-0.165
12036272,-0.165
12040188,-0.17
12044092,-0.175
12047996,-0.18
12051900,-0.18
12055812,-0.175
12059724,-0.175
12063628,-0.175
12067540,-0.17
12071460,-0.16
12075372,-0.155
12079292,-0.16
12083196,-0.155
12087124,-0.135
12091044,-0.115
12094964,-0.09
12098876,-0.065
12102796,-0.05
12106700,-0.05
12110612,-0.065
12114524,-0.055
12118444,-0.02
12122364,0.01
12126276,0.04
12130196,0.06
12134116,0.075
12138044,0.05
12141964,0
12145884,-0.025
12149804,-0.04
12153716,-0.06
12157636,-0.085
12161548,-0.085
12165444,-0.075
12169376,-0.1
12173280,-0.14
12177180,-0.165
12181092,-0.19
12185016,-0.195
12188940,-0.2
12192864,-0.205
12196780,-0.2
12200684,-0.19
12204604,-0.185
12208516,-0.185
12212444,-0.18
12216368,-0.175
12220284,-0.175
12224204,-0.19
12228132,-0.19
12232056,-0.13
12235968,-0.045
12239884,0.11
12243804,0.355
12247708,0.805
12251628,1.255
12255548,1.71
12259476,1.99
12263400,2.01
12267312,1.895
12271232,1.61
12275152,1.215
12279080,0.71
12282988,0.31
12286904,0.01
12290824,-0.155
12294736,-0.225
12298636,-0.215
12302548,-0.16
12306468,-0.155
12310380,-0.175
12314300,-0.2
12318212,-0.225
12322132,-0.235
12326060,-0.24
12329980,-0.245
12333900,-0.25
12337820,-0.255
12341736,-0.26
12345628,-0.26
12349524,-0.255
12353436,-0.255
12357356,-0.255
12361268,-0.245
12365200,-0.245
12369100,-0.245
12373028,-0.24
12376952,-0.23
12380852,-0.22
12384768,-0.215
12388680,-0.21
12392588,-0.2
12396500,-0.19
12400432,-0.175
12404360,-0.155
12408272,-0.135
12412200,-0.12
12416112,-0.115
12420032,-0.105
12423944,-0.085
12427864,-0.065
12431776,-0.045
12435688,-0.025
12439608,0
12443516,0.02
12447440,0.05
12451360,0.075
12455276,0.105
12459192,0.135
12463116,0.17
12467032,0.195
12470952,0.215
12474864,0.24
12478792,0.265
12482712,0.29
12486624,0.315
